_line,_fivetran_synced,order_id,order_date,hour,category,item_name,price,quantity,discount,total_amount,branch,payment_method,order_type,customer_id,rating,is_weekend
175,2026-04-13T20:12:46.476Z,176,2022-06-27,20,مشروبات,عصير قصب,22.88,3,0,68.63,أسيوط,Cash,Takeaway,75154,2,0
176,2026-04-13T20:12:46.476Z,177,2021-07-07,22,مشويات,كباب,145.41,3,0,436.22,الإسكندرية,Card,Dine-in,151991,4,0
177,2026-04-13T20:12:46.476Z,178,2023-06-30,21,محاشي,محشي ورق عنب,92.38,7,0.1,581.97,الجيزة,Cash,Takeaway,182711,4,1
178,2026-04-13T20:12:46.476Z,179,2020-02-23,13,مشروبات,شاي,32.28,5,0.1,145.26,القاهرة,Cash,Takeaway,101657,3,1
179,2026-04-13T20:12:46.476Z,180,2025-05-31,13,مقبلات,طحينة,50.83,5,0.1,228.74,الجيزة,Wallet,Takeaway,45856,3,1
180,2026-04-13T20:12:46.476Z,181,2025-03-17,10,مشويات,شيش طاووق,150.76,2,0,301.51,الجيزة,Card,Dine-in,78832,3,0
181,2026-04-13T20:12:46.476Z,182,2022-12-24,21,مشويات,شيش طاووق,157.75,3,0,473.26,القاهرة,Wallet,Delivery,140058,4,1
182,2026-04-13T20:12:46.476Z,183,2023-03-21,13,مشويات,كباب,136.74,4,0.1,492.28,القاهرة,Card,Dine-in,103304,4,0
183,2026-04-13T20:12:46.476Z,184,2022-07-18,10,مقبلات,طحينة,48.03,1,0,48.03,القاهرة,Cash,Dine-in,174419,4,0
184,2026-04-13T20:12:46.476Z,185,2025-12-01,14,مشروبات,عصير قصب,39.42,3,0,118.25,أسيوط,Card,Dine-in,71734,3,0
185,2026-04-13T20:12:46.476Z,186,2025-06-20,15,محاشي,محشي باذنجان,69.69,3,0,209.08,القاهرة,Card,Dine-in,180948,4,1
186,2026-04-13T20:12:46.476Z,187,2020-12-31,23,مشويات,كباب,150.52,6,0.1,812.81,طنطا,Wallet,Takeaway,169349,3,0
187,2026-04-13T20:12:46.476Z,188,2025-02-16,20,مشروبات,عصير قصب,49.67,4,0.1,178.81,أسيوط,Cash,Delivery,159516,4,1
188,2026-04-13T20:12:46.476Z,189,2025-10-18,16,طواجن,طاجن بامية,137.64,4,0.1,495.49,الإسكندرية,Cash,Takeaway,42378,4,1
189,2026-04-13T20:12:46.476Z,190,2020-06-01,22,مشويات,كباب,126.92,2,0,253.84,الجيزة,Cash,Dine-in,55904,3,0
190,2026-04-13T20:12:46.476Z,191,2023-07-05,21,محاشي,محشي كوسة,80.45,2,0,160.91,الجيزة,Card,Dine-in,188538,2,0
191,2026-04-13T20:12:46.476Z,192,2020-04-27,11,مشويات,كفتة,146.92,2,0,293.83,الجيزة,Cash,Delivery,30233,4,0
192,2026-04-13T20:12:46.476Z,193,2021-11-18,23,طواجن,طاجن بامية,146.9,2,0,293.81,القاهرة,Wallet,Dine-in,95119,4,0
193,2026-04-13T20:12:46.476Z,194,2024-09-21,11,محاشي,محشي كوسة,78.98,5,0.1,355.39,طنطا,Cash,Dine-in,30800,4,1
194,2026-04-13T20:12:46.476Z,195,2020-05-11,22,طواجن,طاجن ملوخية,119.84,2,0,239.67,الإسكندرية,Cash,Dine-in,43614,4,0
195,2026-04-13T20:12:46.476Z,196,2020-09-21,23,مقبلات,طحينة,79.21,3,0,237.62,القاهرة,Wallet,Dine-in,177619,4,0
196,2026-04-13T20:12:46.476Z,197,2020-02-15,15,مقبلات,طحينة,35.77,3,0,107.3,القاهرة,Card,Takeaway,59440,4,1
197,2026-04-13T20:12:46.476Z,198,2024-04-17,11,محاشي,محشي كوسة,45.77,1,0,45.77,طنطا,Wallet,Dine-in,25749,3,0
198,2026-04-13T20:12:46.476Z,199,2022-02-27,17,مقبلات,طحينة,58.1,3,0,174.29,طنطا,Card,Delivery,116568,3,1
199,2026-04-13T20:12:46.476Z,200,2022-10-24,22,مشروبات,عصير مانجو,14.79,5,0.1,66.55,المنصورة,Card,Takeaway,63215,4,0
200,2026-04-13T20:12:46.476Z,201,2021-04-02,18,مقبلات,سلطة بلدي,58.71,2,0,117.42,الجيزة,Card,Delivery,170281,4,1
201,2026-04-13T20:12:46.476Z,202,2025-08-26,12,مشروبات,عصير مانجو,42.47,1,0,42.47,الإسكندرية,Card,Dine-in,126719,3,0
202,2026-04-13T20:12:46.476Z,203,2021-12-23,13,مشويات,كفتة,156.81,2,0,313.61,أسيوط,Cash,Dine-in,14356,3,0
203,2026-04-13T20:12:46.476Z,204,2022-07-21,10,مقبلات,طحينة,37.55,3,0,112.65,الإسكندرية,Wallet,Delivery,66574,5,0
204,2026-04-13T20:12:46.476Z,205,2023-05-19,20,مقبلات,طحينة,60.46,6,0.1,326.47,القاهرة,Card,Takeaway,197095,4,1
205,2026-04-13T20:12:46.476Z,206,2022-06-11,22,طواجن,طاجن ملوخية,118.17,6,0.1,638.12,القاهرة,Card,Takeaway,100666,4,1
206,2026-04-13T20:12:46.476Z,207,2025-06-09,11,مشروبات,عصير قصب,43.96,2,0,87.93,القاهرة,Card,Dine-in,111632,4,0
207,2026-04-13T20:12:46.476Z,208,2022-08-18,13,محاشي,محشي ورق عنب,108.82,6,0.1,587.65,القاهرة,Cash,Dine-in,109244,4,0
208,2026-04-13T20:12:46.476Z,209,2025-08-21,18,مشويات,كباب,137.57,5,0.1,619.07,القاهرة,Cash,Dine-in,36719,4,0
209,2026-04-13T20:12:46.476Z,210,2020-09-22,12,طواجن,طاجن بامية,116.03,3,0,348.08,طنطا,Cash,Takeaway,6246,3,0
210,2026-04-13T20:12:46.476Z,211,2023-09-22,10,مشويات,كفتة,160.31,2,0,320.62,المنصورة,Wallet,Takeaway,182317,4,1
211,2026-04-13T20:12:46.476Z,212,2025-12-23,13,مقبلات,بابا غنوج,54.05,4,0.1,194.59,القاهرة,Cash,Delivery,105794,4,0
212,2026-04-13T20:12:46.476Z,213,2025-07-01,10,مشروبات,عصير قصب,9.84,2,0,19.68,الجيزة,Cash,Dine-in,58039,4,0
213,2026-04-13T20:12:46.476Z,214,2023-07-08,14,طواجن,طاجن فراخ,121.03,4,0.1,435.72,المنصورة,Card,Dine-in,76915,3,1
214,2026-04-13T20:12:46.476Z,215,2024-08-23,22,مقبلات,طحينة,70.64,4,0.1,254.29,القاهرة,Card,Delivery,4651,4,1
215,2026-04-13T20:12:46.476Z,216,2023-04-04,10,محاشي,محشي ورق عنب,99.75,2,0,199.51,الجيزة,Wallet,Takeaway,52138,3,0
216,2026-04-13T20:12:46.476Z,217,2022-03-25,19,طواجن,طاجن ملوخية,126.94,3,0,380.81,الإسكندرية,Card,Delivery,180840,3,1
217,2026-04-13T20:12:46.476Z,218,2023-01-27,17,مشروبات,عصير مانجو,34,5,0.1,153.02,أسيوط,Cash,Delivery,171260,3,1
218,2026-04-13T20:12:46.476Z,219,2025-08-21,10,طواجن,طاجن فراخ,109.82,2,0,219.64,الجيزة,Cash,Dine-in,199577,5,0
219,2026-04-13T20:12:46.476Z,220,2025-11-18,14,مقبلات,سلطة بلدي,48.49,4,0.1,174.57,القاهرة,Wallet,Dine-in,17185,4,0
220,2026-04-13T20:12:46.476Z,221,2023-12-24,14,مقبلات,بابا غنوج,25.87,4,0.1,93.14,طنطا,Wallet,Dine-in,117743,3,1
221,2026-04-13T20:12:46.476Z,222,2023-11-19,19,مشروبات,عصير مانجو,40.7,5,0.1,183.15,الجيزة,Cash,Dine-in,132857,3,1
222,2026-04-13T20:12:46.476Z,223,2021-07-12,12,مقبلات,طحينة,52.66,1,0,52.66,الإسكندرية,Cash,Dine-in,113050,3,0
223,2026-04-13T20:12:46.476Z,224,2025-02-14,10,محاشي,محشي ورق عنب,67.67,2,0,135.33,القاهرة,Cash,Dine-in,136790,4,1
224,2026-04-13T20:12:46.476Z,225,2021-10-07,18,طواجن,طاجن بامية,126.71,2,0,253.42,القاهرة,Cash,Delivery,173216,4,0
225,2026-04-13T20:12:46.476Z,226,2021-03-21,20,محاشي,محشي كوسة,85.12,4,0.1,306.45,المنصورة,Cash,Takeaway,43532,3,1
226,2026-04-13T20:12:46.476Z,227,2024-01-20,15,محاشي,محشي ورق عنب,106.1,3,0,318.29,الجيزة,Wallet,Dine-in,53194,4,1
227,2026-04-13T20:12:46.476Z,228,2025-05-06,15,مشويات,كباب,149.26,3,0,447.79,المنصورة,Cash,Takeaway,102935,3,0
228,2026-04-13T20:12:46.476Z,229,2024-04-05,12,مشروبات,عصير قصب,58.96,3,0,176.89,الجيزة,Cash,Delivery,46999,4,1
229,2026-04-13T20:12:46.476Z,230,2025-05-18,18,مشروبات,عصير قصب,46.32,2,0,92.64,أسيوط,Card,Dine-in,92014,2,1
230,2026-04-13T20:12:46.476Z,231,2021-05-09,13,طواجن,طاجن ملوخية,121.4,8,0.1,874.06,القاهرة,Cash,Takeaway,175920,4,1
231,2026-04-13T20:12:46.476Z,232,2023-10-30,15,مقبلات,طحينة,62.5,5,0.1,281.24,القاهرة,Cash,Dine-in,92333,3,0
232,2026-04-13T20:12:46.476Z,233,2023-05-05,14,مشويات,كباب,136.06,3,0,408.18,الجيزة,Cash,Dine-in,119349,3,1
233,2026-04-13T20:12:46.476Z,234,2023-09-10,14,مقبلات,طحينة,58.99,3,0,176.98,القاهرة,Card,Dine-in,74538,4,1
234,2026-04-13T20:12:46.476Z,235,2020-08-08,13,مقبلات,سلطة بلدي,46.02,3,0,138.05,المنصورة,Wallet,Delivery,198666,3,1
235,2026-04-13T20:12:46.476Z,236,2023-03-19,14,مشويات,كفتة,148.71,3,0,446.13,الإسكندرية,Cash,Dine-in,169836,4,1
236,2026-04-13T20:12:46.476Z,237,2020-03-26,18,مقبلات,طحينة,63.72,2,0,127.43,القاهرة,Wallet,Dine-in,65294,4,0
237,2026-04-13T20:12:46.476Z,238,2022-07-18,23,مقبلات,سلطة بلدي,56.75,4,0.1,204.31,القاهرة,Card,Takeaway,155414,5,0
238,2026-04-13T20:12:46.477Z,239,2020-04-26,17,مقبلات,طحينة,67.95,3,0,203.85,الجيزة,Cash,Takeaway,70640,4,1
239,2026-04-13T20:12:46.477Z,240,2025-05-27,21,مشروبات,عصير مانجو,39.51,2,0,79.02,القاهرة,Cash,Takeaway,37207,4,0
240,2026-04-13T20:12:46.477Z,241,2024-04-16,10,طواجن,طاجن ملوخية,99.9,4,0.1,359.66,القاهرة,Cash,Takeaway,59007,4,0
241,2026-04-13T20:12:46.477Z,242,2025-09-02,18,محاشي,محشي ورق عنب,63.59,2,0,127.18,الجيزة,Card,Dine-in,11031,4,0
242,2026-04-13T20:12:46.477Z,243,2024-08-30,22,طواجن,طاجن فراخ,114.26,4,0.1,411.32,القاهرة,Card,Takeaway,133582,4,1
243,2026-04-13T20:12:46.477Z,244,2025-08-20,10,محاشي,محشي ورق عنب,92.43,2,0,184.85,الإسكندرية,Cash,Dine-in,128312,4,0
244,2026-04-13T20:12:46.477Z,245,2021-06-04,16,طواجن,طاجن ملوخية,109.05,3,0,327.14,الإسكندرية,Card,Dine-in,152066,3,1
245,2026-04-13T20:12:46.477Z,246,2023-02-22,20,مشروبات,عصير قصب,58.97,2,0,117.94,الإسكندرية,Cash,Takeaway,160583,4,0
246,2026-04-13T20:12:46.477Z,247,2020-04-05,22,طواجن,طاجن ملوخية,109.43,5,0.1,492.42,القاهرة,Cash,Dine-in,199377,4,1
247,2026-04-13T20:12:46.477Z,248,2022-06-26,17,طواجن,طاجن بامية,102,3,0,306,الجيزة,Card,Delivery,115810,5,1
248,2026-04-13T20:12:46.477Z,249,2022-11-10,23,محاشي,محشي ورق عنب,80.7,2,0,161.4,طنطا,Cash,Delivery,9483,4,0
249,2026-04-13T20:12:46.477Z,250,2024-08-21,22,مقبلات,بابا غنوج,49.76,5,0.1,223.9,المنصورة,Card,Delivery,148283,2,0
250,2026-04-13T20:12:46.477Z,251,2022-08-13,17,مشروبات,عصير قصب,26.27,2,0,52.54,الجيزة,Cash,Takeaway,139731,3,1
251,2026-04-13T20:12:46.477Z,252,2023-03-04,16,محاشي,محشي باذنجان,90.35,3,0,271.06,القاهرة,Wallet,Dine-in,11875,5,1
252,2026-04-13T20:12:46.477Z,253,2024-09-15,10,محاشي,محشي كوسة,91.51,5,0.1,411.78,طنطا,Cash,Delivery,147965,4,1
253,2026-04-13T20:12:46.477Z,254,2021-10-28,13,محاشي,محشي كوسة,105.49,2,0,210.98,الجيزة,Card,Takeaway,21770,3,0
254,2026-04-13T20:12:46.477Z,255,2022-03-16,21,طواجن,طاجن فراخ,134.9,3,0,404.69,الإسكندرية,Cash,Takeaway,34059,4,0
255,2026-04-13T20:12:46.477Z,256,2023-04-05,15,مشروبات,عصير قصب,9.96,2,0,19.91,الإسكندرية,Cash,Dine-in,177334,4,0
256,2026-04-13T20:12:46.477Z,257,2021-05-03,11,مشروبات,عصير مانجو,34.41,2,0,68.82,طنطا,Cash,Dine-in,85775,3,0
257,2026-04-13T20:12:46.477Z,258,2020-05-09,13,مشويات,كباب,148.81,3,0,446.44,المنصورة,Wallet,Delivery,38475,3,1
258,2026-04-13T20:12:46.477Z,259,2020-09-16,22,مشروبات,عصير قصب,32.3,3,0,96.89,الجيزة,Cash,Takeaway,105127,3,0
259,2026-04-13T20:12:46.477Z,260,2022-12-01,21,مشويات,كباب,151.54,2,0,303.08,الإسكندرية,Wallet,Dine-in,61265,4,0
260,2026-04-13T20:12:46.477Z,261,2025-05-23,15,محاشي,محشي باذنجان,69.54,4,0.1,250.34,الجيزة,Card,Takeaway,1681,4,1
261,2026-04-13T20:12:46.477Z,262,2021-05-04,23,مقبلات,طحينة,53.34,3,0,160.01,الجيزة,Cash,Delivery,15062,4,0
262,2026-04-13T20:12:46.477Z,263,2023-03-12,10,مقبلات,طحينة,55.62,3,0,166.86,الجيزة,Cash,Delivery,174703,3,1
263,2026-04-13T20:12:46.477Z,264,2021-04-10,21,مقبلات,سلطة بلدي,21.55,5,0.1,97,الإسكندرية,Cash,Takeaway,29271,3,1
264,2026-04-13T20:12:46.477Z,265,2024-05-19,11,طواجن,طاجن بامية,100.17,5,0.1,450.78,القاهرة,Card,Delivery,73167,5,1
265,2026-04-13T20:12:46.477Z,266,2021-06-11,16,مقبلات,طحينة,43.65,3,0,130.95,طنطا,Cash,Takeaway,11053,4,1
266,2026-04-13T20:12:46.477Z,267,2023-05-22,21,محاشي,محشي كوسة,73.3,4,0.1,263.9,الإسكندرية,Card,Dine-in,30854,4,0
267,2026-04-13T20:12:46.477Z,268,2021-05-26,14,مشروبات,عصير مانجو,33.11,4,0.1,119.18,القاهرة,Cash,Dine-in,145490,4,0
268,2026-04-13T20:12:46.477Z,269,2025-11-23,13,مشويات,شيش طاووق,172.59,5,0.1,776.65,طنطا,Wallet,Dine-in,44291,3,1
269,2026-04-13T20:12:46.477Z,270,2021-06-07,10,محاشي,محشي ورق عنب,65.42,1,0,65.42,الإسكندرية,Card,Dine-in,177378,4,0
270,2026-04-13T20:12:46.477Z,271,2022-06-13,22,محاشي,محشي ورق عنب,95.94,2,0,191.88,الجيزة,Wallet,Dine-in,99703,3,0
271,2026-04-13T20:12:46.477Z,272,2024-03-30,18,مقبلات,بابا غنوج,41.24,4,0.1,148.45,الجيزة,Card,Dine-in,101709,4,1
272,2026-04-13T20:12:46.477Z,273,2022-11-24,23,طواجن,طاجن بامية,120.53,2,0,241.06,القاهرة,Cash,Takeaway,10901,5,0
273,2026-04-13T20:12:46.477Z,274,2020-02-18,18,مقبلات,طحينة,47.69,3,0,143.06,الجيزة,Card,Dine-in,39686,2,0
274,2026-04-13T20:12:46.477Z,275,2020-11-27,15,محاشي,محشي باذنجان,107.51,6,0.1,580.57,القاهرة,Wallet,Takeaway,2900,3,1
275,2026-04-13T20:12:46.477Z,276,2020-02-09,17,محاشي,محشي كوسة,102.27,2,0,204.54,القاهرة,Cash,Takeaway,169572,3,1
276,2026-04-13T20:12:46.477Z,277,2023-03-26,13,مقبلات,بابا غنوج,89.17,6,0.1,481.53,طنطا,Card,Dine-in,104564,3,1
277,2026-04-13T20:12:46.477Z,278,2025-09-13,14,مشويات,كباب,161.43,3,0,484.28,القاهرة,Cash,Takeaway,127459,3,1
278,2026-04-13T20:12:46.477Z,279,2022-04-06,21,مقبلات,طحينة,51.68,2,0,103.36,المنصورة,Cash,Takeaway,153402,3,0
279,2026-04-13T20:12:46.477Z,280,2023-06-27,17,طواجن,طاجن بامية,131.31,3,0,393.92,المنصورة,Cash,Takeaway,188042,3,0
280,2026-04-13T20:12:46.477Z,281,2025-01-20,17,طواجن,طاجن فراخ,122.92,1,0,122.92,طنطا,Cash,Takeaway,18065,3,0
281,2026-04-13T20:12:46.477Z,282,2021-12-25,13,مقبلات,طحينة,21.66,4,0.1,77.99,الإسكندرية,Cash,Takeaway,134730,4,1
282,2026-04-13T20:12:46.477Z,283,2020-10-03,20,مشويات,كباب,136.12,3,0,408.37,القاهرة,Card,Delivery,7124,3,1
283,2026-04-13T20:12:46.477Z,284,2023-02-19,16,طواجن,طاجن بامية,108.51,4,0.1,390.62,أسيوط,Wallet,Dine-in,18729,3,1
284,2026-04-13T20:12:46.477Z,285,2023-05-07,17,مشروبات,شاي,30.16,2,0,60.33,المنصورة,Cash,Delivery,137748,3,1
285,2026-04-13T20:12:46.477Z,286,2021-04-14,16,مشويات,كباب,148.79,4,0.1,535.65,القاهرة,Cash,Dine-in,71827,4,0
286,2026-04-13T20:12:46.477Z,287,2024-08-18,19,مقبلات,بابا غنوج,61.51,4,0.1,221.44,الجيزة,Cash,Delivery,156994,4,1
287,2026-04-13T20:12:46.477Z,288,2023-04-20,19,مشروبات,عصير مانجو,16.69,4,0.1,60.09,الإسكندرية,Cash,Dine-in,63706,4,0
288,2026-04-13T20:12:46.477Z,289,2021-06-24,22,مشروبات,عصير قصب,35.63,4,0.1,128.28,القاهرة,Cash,Delivery,138285,4,0
289,2026-04-13T20:12:46.477Z,290,2024-01-20,11,مشويات,كباب,151.71,6,0.1,819.26,الإسكندرية,Cash,Takeaway,50787,4,1
290,2026-04-13T20:12:46.477Z,291,2022-03-12,15,محاشي,محشي كوسة,65.04,3,0,195.12,القاهرة,Card,Delivery,39242,4,1
291,2026-04-13T20:12:46.477Z,292,2021-07-10,22,مشروبات,عصير قصب,83.01,4,0.1,298.82,الجيزة,Cash,Takeaway,89282,4,1
292,2026-04-13T20:12:46.477Z,293,2025-12-15,12,مشويات,كباب,167.65,1,0,167.65,القاهرة,Cash,Delivery,94552,4,0
293,2026-04-13T20:12:46.477Z,294,2022-08-19,23,مشروبات,عصير مانجو,24.45,5,0.1,110.04,المنصورة,Wallet,Takeaway,165184,4,1
294,2026-04-13T20:12:46.477Z,295,2020-07-22,18,مشروبات,عصير قصب,45.33,1,0,45.33,القاهرة,Cash,Dine-in,95732,5,0
295,2026-04-13T20:12:46.477Z,296,2024-07-13,19,مشروبات,عصير مانجو,10.89,3,0,32.67,القاهرة,Cash,Takeaway,145189,4,1
296,2026-04-13T20:12:46.477Z,297,2020-09-23,22,مشروبات,عصير قصب,3.47,5,0.1,15.62,الإسكندرية,Card,Delivery,81227,3,0
297,2026-04-13T20:12:46.477Z,298,2023-07-06,23,مشروبات,عصير مانجو,21.82,2,0,43.63,الإسكندرية,Wallet,Dine-in,173822,3,0
298,2026-04-13T20:12:46.477Z,299,2023-02-11,13,مشروبات,شاي,6.07,4,0.1,21.86,طنطا,Cash,Takeaway,184283,3,1
299,2026-04-13T20:12:46.477Z,300,2023-01-16,23,محاشي,محشي ورق عنب,76.88,5,0.1,345.96,المنصورة,Cash,Dine-in,30510,3,0
300,2026-04-13T20:12:46.477Z,301,2020-02-20,18,طواجن,طاجن ملوخية,140.65,3,0,421.95,المنصورة,Wallet,Delivery,197950,3,0
301,2026-04-13T20:12:46.477Z,302,2022-01-09,23,مقبلات,بابا غنوج,54.77,3,0,164.31,المنصورة,Wallet,Dine-in,175064,4,1
302,2026-04-13T20:12:46.477Z,303,2023-01-11,23,مشروبات,عصير مانجو,21.96,2,0,43.91,الإسكندرية,Card,Delivery,85737,3,0
303,2026-04-13T20:12:46.477Z,304,2022-06-25,11,مقبلات,طحينة,70.17,2,0,140.35,القاهرة,Cash,Delivery,153052,4,1
304,2026-04-13T20:12:46.477Z,305,2022-10-12,10,مشروبات,عصير قصب,23.58,1,0,23.58,الإسكندرية,Cash,Delivery,50042,4,0
305,2026-04-13T20:12:46.477Z,306,2023-01-23,21,مشويات,كفتة,143.4,2,0,286.79,طنطا,Wallet,Delivery,70702,3,0
306,2026-04-13T20:12:46.477Z,307,2024-10-26,16,مقبلات,بابا غنوج,57.67,3,0,173.02,الجيزة,Cash,Delivery,110148,4,1
307,2026-04-13T20:12:46.477Z,308,2025-10-08,21,طواجن,طاجن فراخ,119.1,3,0,357.3,القاهرة,Cash,Takeaway,44024,4,0
308,2026-04-13T20:12:46.477Z,309,2025-04-20,18,مشروبات,عصير مانجو,38.43,3,0,115.3,القاهرة,Cash,Delivery,133098,3,1
309,2026-04-13T20:12:46.477Z,310,2021-02-03,19,مشويات,كباب,164.28,2,0,328.57,الإسكندرية,Card,Dine-in,149810,3,0
310,2026-04-13T20:12:46.477Z,311,2024-07-20,16,مقبلات,طحينة,42.24,5,0.1,190.08,الإسكندرية,Cash,Delivery,162624,2,1
311,2026-04-13T20:12:46.477Z,312,2023-04-12,19,مشويات,كباب,156.01,3,0,468.03,القاهرة,Cash,Takeaway,186237,4,0
312,2026-04-13T20:12:46.477Z,313,2023-07-21,22,طواجن,طاجن بامية,143.04,7,0.1,901.18,الجيزة,Cash,Delivery,49089,4,1
313,2026-04-13T20:12:46.477Z,314,2021-11-28,23,مقبلات,طحينة,64.74,3,0,194.21,المنصورة,Card,Dine-in,5054,3,1
314,2026-04-13T20:12:46.477Z,315,2024-10-31,19,مشويات,شيش طاووق,129.42,4,0.1,465.9,الإسكندرية,Cash,Takeaway,168176,4,0
315,2026-04-13T20:12:46.477Z,316,2025-09-29,10,محاشي,محشي ورق عنب,54.01,4,0.1,194.42,أسيوط,Cash,Takeaway,64370,3,0
316,2026-04-13T20:12:46.477Z,317,2022-02-10,11,مقبلات,بابا غنوج,85.96,2,0,171.92,الإسكندرية,Cash,Dine-in,133155,4,0
317,2026-04-13T20:12:46.477Z,318,2023-04-09,11,مقبلات,بابا غنوج,41.58,2,0,83.15,القاهرة,Cash,Delivery,148786,5,1
318,2026-04-13T20:12:46.477Z,319,2021-05-22,12,مشويات,كباب,178.34,2,0,356.67,الجيزة,Cash,Delivery,135940,3,1
319,2026-04-13T20:12:46.477Z,320,2020-11-28,12,مشروبات,عصير مانجو,15.41,3,0,46.23,طنطا,Card,Dine-in,39601,3,1
320,2026-04-13T20:12:46.477Z,321,2024-03-19,15,مقبلات,بابا غنوج,22.37,2,0,44.74,طنطا,Cash,Delivery,40165,3,0
321,2026-04-13T20:12:46.477Z,322,2023-12-26,10,طواجن,طاجن فراخ,118.95,3,0,356.85,المنصورة,Card,Dine-in,108334,4,0
322,2026-04-13T20:12:46.477Z,323,2020-03-01,19,طواجن,طاجن بامية,111.06,4,0.1,399.81,الإسكندرية,Cash,Takeaway,160703,4,1
323,2026-04-13T20:12:46.477Z,324,2024-03-14,11,طواجن,طاجن ملوخية,112.19,1,0,112.19,القاهرة,Cash,Takeaway,196125,4,0
324,2026-04-13T20:12:46.477Z,325,2021-12-19,20,طواجن,طاجن فراخ,133.26,3,0,399.78,الإسكندرية,Cash,Takeaway,189745,4,1
325,2026-04-13T20:12:46.477Z,326,2025-10-21,17,مشروبات,عصير مانجو,22.23,1,0,22.23,القاهرة,Cash,Takeaway,142789,4,0
326,2026-04-13T20:12:46.477Z,327,2024-02-05,15,محاشي,محشي كوسة,75.57,5,0.1,340.07,الإسكندرية,Card,Takeaway,133507,3,0
327,2026-04-13T20:12:46.477Z,328,2022-01-29,12,مشروبات,عصير قصب,27.97,3,0,83.92,طنطا,Card,Delivery,76195,3,1
328,2026-04-13T20:12:46.477Z,329,2025-08-26,11,مقبلات,طحينة,50.64,3,0,151.92,القاهرة,Card,Dine-in,180940,4,0
329,2026-04-13T20:12:46.477Z,330,2022-10-29,12,مقبلات,بابا غنوج,46.07,4,0.1,165.86,الإسكندرية,Cash,Dine-in,89800,3,1
330,2026-04-13T20:12:46.477Z,331,2024-09-16,22,مشويات,شيش طاووق,144.23,3,0,432.69,القاهرة,Cash,Dine-in,164228,3,0
331,2026-04-13T20:12:46.477Z,332,2023-04-03,15,مشروبات,شاي,44.91,2,0,89.82,القاهرة,Wallet,Takeaway,81593,5,0
332,2026-04-13T20:12:46.477Z,333,2023-03-31,11,مشروبات,عصير مانجو,32.71,4,0.1,117.76,المنصورة,Cash,Dine-in,115863,4,1
333,2026-04-13T20:12:46.477Z,334,2020-12-29,14,محاشي,محشي كوسة,79.69,3,0,239.07,المنصورة,Card,Delivery,143765,4,0
334,2026-04-13T20:12:46.477Z,335,2020-05-13,21,محاشي,محشي ورق عنب,70.32,2,0,140.64,أسيوط,Cash,Dine-in,25176,3,0
335,2026-04-13T20:12:46.477Z,336,2021-10-16,23,مشروبات,عصير مانجو,59.37,4,0.1,213.72,طنطا,Cash,Takeaway,74950,3,1
336,2026-04-13T20:12:46.477Z,337,2023-05-05,18,طواجن,طاجن بامية,136.14,2,0,272.28,القاهرة,Cash,Dine-in,140885,3,1
337,2026-04-13T20:12:46.477Z,338,2025-01-08,15,محاشي,محشي كوسة,94.9,2,0,189.81,القاهرة,Wallet,Dine-in,41052,4,0
338,2026-04-13T20:12:46.477Z,339,2020-06-07,22,محاشي,محشي كوسة,93.1,4,0.1,335.17,الإسكندرية,Cash,Dine-in,50202,4,1
339,2026-04-13T20:12:46.477Z,340,2025-01-30,12,محاشي,محشي ورق عنب,83.22,1,0,83.22,القاهرة,Card,Dine-in,128489,3,0
340,2026-04-13T20:12:46.477Z,341,2022-09-26,12,طواجن,طاجن ملوخية,116.49,4,0.1,419.38,أسيوط,Cash,Dine-in,26058,3,0
341,2026-04-13T20:12:46.477Z,342,2021-04-12,15,طواجن,طاجن فراخ,113.14,2,0,226.27,القاهرة,Wallet,Delivery,192175,4,0
342,2026-04-13T20:12:46.477Z,343,2022-05-12,22,مشروبات,عصير مانجو,18.73,4,0.1,67.42,المنصورة,Wallet,Delivery,178077,4,0
343,2026-04-13T20:12:46.477Z,344,2020-02-29,14,مشويات,كفتة,159.89,6,0.1,863.39,الجيزة,Cash,Dine-in,125660,4,1
344,2026-04-13T20:12:46.477Z,345,2023-01-24,14,مشروبات,عصير مانجو,14.7,4,0.1,52.91,القاهرة,Wallet,Delivery,117558,4,0
345,2026-04-13T20:12:46.477Z,346,2025-03-18,12,طواجن,طاجن فراخ,112.3,2,0,224.6,طنطا,Cash,Dine-in,147453,3,0
346,2026-04-13T20:12:46.477Z,347,2020-10-08,13,مشويات,كباب,152.1,4,0.1,547.56,طنطا,Cash,Takeaway,162981,3,0
347,2026-04-13T20:12:46.477Z,348,2021-04-09,11,طواجن,طاجن فراخ,102.32,4,0.1,368.35,القاهرة,Card,Dine-in,155620,4,1
348,2026-04-13T20:12:46.477Z,349,2021-12-01,23,طواجن,طاجن فراخ,103.86,4,0.1,373.89,القاهرة,Wallet,Dine-in,50172,4,0
349,2026-04-13T20:12:46.477Z,350,2025-12-15,12,مشويات,كباب,147.4,1,0,147.4,القاهرة,Wallet,Delivery,73594,4,0
350,2026-04-13T20:12:46.477Z,351,2024-01-23,19,محاشي,محشي باذنجان,92.42,2,0,184.83,الجيزة,Wallet,Delivery,46034,3,0
351,2026-04-13T20:12:46.477Z,352,2023-12-19,18,مشروبات,شاي,-2.82,3,0,-8.47,القاهرة,Wallet,Dine-in,195256,4,0
